-------------------------------------------------------------------------------
		   "Numerical Analysis Algorithms in C" v4.2
-------------------------------------------------------------------------------

NAA v4.2 Sample Output

Nonlinear Shooting - Algorithm 11.2  (Newton's Method)

y'' = f(x,y,y') = (32.0 + 2.0*x*x*x - y*y')/8.0
fy  = ëf(x,y,y')/ëy = -y'/8.0
fy' = ëf(x,y,y')/ëy' = -y/8.0
y   = x*x + 16.0/x

Maximum number of iterations: 25
Tolerance = 1e-005
Solving for points on interval [1,3].
Boundry condition y(1) = à = 17
Boundry condition y(3) = á = 14.3333
Number of subintervals N = 20
Interval number h = 0.1

 x	 w2 ÷ y'(x)	 w1 ÷ y(x)	 y(x)		 |w1 - y(x)|
--------------------------------------------------------------------
 1.00	-14.000187712	 17.000000000	 17.000000000	 0.00E+000
 1.10	-11.023335039	 15.755496539	 15.755454545	 4.20E-005
 1.20	-8.711290920	 14.773391880	 14.773333333	 5.85E-005
 1.30	-6.867614947	 13.997755284	 13.997692308	 6.30E-005
 1.40	-5.363404173	 13.388633016	 13.388571429	 6.16E-005
 1.50	-4.111231477	 12.916724151	 12.916666667	 5.75E-005
 1.60	-3.050104274	 12.560052239	 12.560000000	 5.22E-005
 1.70	-2.136422665	 12.301811361	 12.301764706	 4.67E-005
 1.80	-1.338350322	 12.128930035	 12.128888889	 4.11E-005
 1.90	-0.632201617	 12.031088546	 12.031052632	 3.59E-005
 2.00	-0.000060004	 12.000031054	 12.000000000	 3.11E-005
 2.10	 0.571829564	 12.029074219	 12.029047619	 2.66E-005
 2.20	 1.094168873	 12.112749828	 12.112727273	 2.26E-005
 2.30	 1.575385051	 12.246540646	 12.246521739	 1.89E-005
 2.40	 2.022187001	 12.426682300	 12.426666667	 1.56E-005
 2.50	 2.439969279	 12.650012710	 12.650000000	 1.27E-005
 2.60	 2.833109400	 12.913856265	 12.913846154	 1.01E-005
 2.70	 3.205189544	 13.215933738	 13.215925926	 7.81E-006
 2.80	 3.559163862	 13.554291503	 13.554285714	 5.79E-006
 2.90	 3.897486113	 13.927245395	 13.927241379	 4.02E-006
 3.00	 4.222208037	 14.333335806	 14.333333333	 2.47E-006

Solution took 6 iterations for requested tolerance.
